app_price_id,pub_name,pint_name,price_gbp,price_text,address,latitude,longitude,boroughs_visible,boroughs_raw_embedded,boroughs_raw_embedded_non_anomaly,boroughs_raw_embedded_site_anomaly,boroughs_all_sources,primary_borough,rank_visible_borough,estimated_average_price_text,pub_url,constructed_pub_url,borough_urls,pub_key,pint_position_for_pub,phone_number,email,website,booking_link,image_url,description,comment,food,cocktails,beer_garden,live_sports,live_music,pub_quiz,darts,pool,happy_hour,karaoke,cool,locality,source_datasets,source_row_count,visible_borough_source_row_count,raw_embedded_source_row_count,individual_pub_page_source_row_count,has_visible_borough_row,has_raw_embedded_map_row,has_individual_pub_page_row,is_clean_canonical_app_row,data_quality_notes,scraped_at_values
app_price_000931,Ye Olde Watling,BEVERTOWN NECK OIL,7.55,£7.55,"29 Watling Street, , London, UK",51.513,-0.093548,City of London|Southwark,City of London|Havering|Hillingdon|Redbridge|Southwark,City of London|Southwark,Havering|Hillingdon|Redbridge,City of London|Southwark|Havering|Hillingdon|Redbridge,City of London,550,£6.56,"https://www.pint-prices.com/pub/29%20Watling%20Street,%20,%20London,%20UK/Ye%20Olde%20Watling",https://www.pint-prices.com/pub/29%20Watling%20Street%2C%20%2C%20London%2C%20UK/Ye%20Olde%20Watling,https://www.pint-prices.com/borough-results/City%20of%20London|https://www.pint-prices.com/borough-results/Southwark|https://www.pint-prices.com/borough-results/Havering|https://www.pint-prices.com/borough-results/Hillingdon|https://www.pint-prices.com/borough-results/Redbridge,Ye Olde Watling51.513,6,,,,,,,MULTI_ADDED_PINT,,,,,,,,,,,,,canonical_borough_leaderboard_enriched|borough_embedded_map_data_raw,7,2,5,0,True,True,False,True,raw_embedded_includes_site_anomaly_borough|not_found_on_individual_pub_page_extract,2026-07-03T23:10:47+00:00
app_price_000932,Ye Olde Watling,GUINNESS,6.75,£6.75,"29 Watling Street, , London, UK",51.513,-0.093548,City of London|Southwark,City of London|Havering|Hillingdon|Redbridge|Southwark,City of London|Southwark,Havering|Hillingdon|Redbridge,City of London|Southwark|Havering|Hillingdon|Redbridge,City of London,332,£6.56,"https://www.pint-prices.com/pub/29%20Watling%20Street,%20,%20London,%20UK/Ye%20Olde%20Watling",https://www.pint-prices.com/pub/29%20Watling%20Street%2C%20%2C%20London%2C%20UK/Ye%20Olde%20Watling,https://www.pint-prices.com/borough-results/City%20of%20London|https://www.pint-prices.com/borough-results/Southwark|https://www.pint-prices.com/borough-results/Havering|https://www.pint-prices.com/borough-results/Hillingdon|https://www.pint-prices.com/borough-results/Redbridge,Ye Olde Watling51.513,2,,,,,,,MULTI_ADDED_PINT,,,,,,,,,,,,,canonical_borough_leaderboard_enriched|borough_embedded_map_data_raw,7,2,5,0,True,True,False,True,raw_embedded_includes_site_anomaly_borough|not_found_on_individual_pub_page_extract,2026-07-03T23:10:47+00:00
app_price_000933,Ye Olde Watling,HENRY WESTON'S VINTAGE CIDER,6.75,£6.75,"29 Watling Street, , London, UK",51.513,-0.093548,City of London|Southwark,City of London|Havering|Hillingdon|Redbridge|Southwark,City of London|Southwark,Havering|Hillingdon|Redbridge,City of London|Southwark|Havering|Hillingdon|Redbridge,City of London,333,£6.56,"https://www.pint-prices.com/pub/29%20Watling%20Street,%20,%20London,%20UK/Ye%20Olde%20Watling",https://www.pint-prices.com/pub/29%20Watling%20Street%2C%20%2C%20London%2C%20UK/Ye%20Olde%20Watling,https://www.pint-prices.com/borough-results/City%20of%20London|https://www.pint-prices.com/borough-results/Southwark|https://www.pint-prices.com/borough-results/Havering|https://www.pint-prices.com/borough-results/Hillingdon|https://www.pint-prices.com/borough-results/Redbridge,Ye Olde Watling51.513,3,,,,,,,MULTI_ADDED_PINT,,,,,,,,,,,,,canonical_borough_leaderboard_enriched|borough_embedded_map_data_raw,7,2,5,0,True,True,False,True,raw_embedded_includes_site_anomaly_borough|not_found_on_individual_pub_page_extract,2026-07-03T23:10:47+00:00
app_price_000934,Ye Olde Watling,MADRI,7.15,£7.15,"29 Watling Street, , London, UK",51.513,-0.093548,City of London|Southwark,City of London|Havering|Hillingdon|Redbridge|Southwark,City of London|Southwark,Havering|Hillingdon|Redbridge,City of London|Southwark|Havering|Hillingdon|Redbridge,City of London,440,£6.56,"https://www.pint-prices.com/pub/29%20Watling%20Street,%20,%20London,%20UK/Ye%20Olde%20Watling",https://www.pint-prices.com/pub/29%20Watling%20Street%2C%20%2C%20London%2C%20UK/Ye%20Olde%20Watling,https://www.pint-prices.com/borough-results/City%20of%20London|https://www.pint-prices.com/borough-results/Southwark|https://www.pint-prices.com/borough-results/Havering|https://www.pint-prices.com/borough-results/Hillingdon|https://www.pint-prices.com/borough-results/Redbridge,Ye Olde Watling51.513,5,,,,,,,MULTI_ADDED_PINT,,,,,,,,,,,,,canonical_borough_leaderboard_enriched|borough_embedded_map_data_raw,7,2,5,0,True,True,False,True,raw_embedded_includes_site_anomaly_borough|not_found_on_individual_pub_page_extract,2026-07-03T23:10:47+00:00
app_price_000935,Ye Olde Watling,MORTIMERS ORCHARD ENGLISH BERRY,6.95,£6.95,"29 Watling Street, , London, UK",51.513,-0.093548,City of London|Southwark,City of London|Havering|Hillingdon|Redbridge|Southwark,City of London|Southwark,Havering|Hillingdon|Redbridge,City of London|Southwark|Havering|Hillingdon|Redbridge,City of London,388,£6.56,"https://www.pint-prices.com/pub/29%20Watling%20Street,%20,%20London,%20UK/Ye%20Olde%20Watling",https://www.pint-prices.com/pub/29%20Watling%20Street%2C%20%2C%20London%2C%20UK/Ye%20Olde%20Watling,https://www.pint-prices.com/borough-results/City%20of%20London|https://www.pint-prices.com/borough-results/Southwark|https://www.pint-prices.com/borough-results/Havering|https://www.pint-prices.com/borough-results/Hillingdon|https://www.pint-prices.com/borough-results/Redbridge,Ye Olde Watling51.513,4,,,,,,,MULTI_ADDED_PINT,,,,,,,,,,,,,canonical_borough_leaderboard_enriched|borough_embedded_map_data_raw,7,2,5,0,True,True,False,True,raw_embedded_includes_site_anomaly_borough|not_found_on_individual_pub_page_extract,2026-07-03T23:10:47+00:00
app_price_000936,Yeh Olde Watling,GUINNESS,6.4,£6.40,"29 Watling St, Greater, London EC4M 9BR",51.5129,-0.0935352,City of London|Southwark,City of London|Havering|Hillingdon|Redbridge|Southwark,City of London|Southwark,Havering|Hillingdon|Redbridge,City of London|Southwark|Havering|Hillingdon|Redbridge,City of London,218,£6.56,"https://www.pint-prices.com/pub/29%20Watling%20St,%20Greater,%20London%20EC4M%209BR/Yeh%20Olde%20Watling",https://www.pint-prices.com/pub/29%20Watling%20St%2C%20Greater%2C%20London%20EC4M%209BR/Yeh%20Olde%20Watling,https://www.pint-prices.com/borough-results/City%20of%20London|https://www.pint-prices.com/borough-results/Southwark|https://www.pint-prices.com/borough-results/Havering|https://www.pint-prices.com/borough-results/Hillingdon|https://www.pint-prices.com/borough-results/Redbridge,Yeh Olde Watling51.5129,1,🌐 https://www.nicholsonspubs.co.uk/restaurants/london/yeoldewatlingwatlingstreetlondon#/ 🍽️ Food available,,https://www.nicholsonspubs.co.uk/restaurants/london/yeoldewatlingwatlingstreetlondon#/,,https://lh3.googleusercontent.com/p/AF1QipO96_6vDV2gy1kP66E23B-lc2V0-TIzt3pSlmDj=s680-w680-h510,"Welcome to Ye Olde Watling, your local pub in London located on Watling Street. This unique city centre pub has a rich history, being rebuilt by Sir Christopher Wren in 1668 after the Great Fire of London. Situated near iconic attractions like St Paul's Cathedral, Ye Olde Watling is the perfect spot to catch up with friends, relax with family, or chat with colleagues. Enjoy seasonal specialties and mouth-watering pub classics, including hand-crafted specialty pies and a selection of perfectly-poured Cask Ales. Come and experience the charm and history of Ye Olde Watling for yourself!",Drinker: Nick.j.bell2001@gmail.com at 2024-02-16 16:59:03.689544 commenting,Yes,,,,,,,,,,,,canonical_borough_leaderboard_enriched|borough_embedded_map_data_raw|individual_pub_page,8,2,5,1,True,True,True,True,raw_embedded_includes_site_anomaly_borough,2026-07-03T23:10:47+00:00
app_price_000937,Yeh Olde Watling,MADRI,6.8,£6.80,"29 Watling St, Greater, London EC4M 9BR",51.5129,-0.0935352,City of London|Southwark,City of London|Havering|Hillingdon|Redbridge|Southwark,City of London|Southwark,Havering|Hillingdon|Redbridge,City of London|Southwark|Havering|Hillingdon|Redbridge,City of London,345,£6.56,"https://www.pint-prices.com/pub/29%20Watling%20St,%20Greater,%20London%20EC4M%209BR/Yeh%20Olde%20Watling",https://www.pint-prices.com/pub/29%20Watling%20St%2C%20Greater%2C%20London%20EC4M%209BR/Yeh%20Olde%20Watling,https://www.pint-prices.com/borough-results/City%20of%20London|https://www.pint-prices.com/borough-results/Southwark|https://www.pint-prices.com/borough-results/Havering|https://www.pint-prices.com/borough-results/Hillingdon|https://www.pint-prices.com/borough-results/Redbridge,Yeh Olde Watling51.5129,2,🌐 https://www.nicholsonspubs.co.uk/restaurants/london/yeoldewatlingwatlingstreetlondon#/ 🍽️ Food available,,https://www.nicholsonspubs.co.uk/restaurants/london/yeoldewatlingwatlingstreetlondon#/,,https://lh3.googleusercontent.com/p/AF1QipO96_6vDV2gy1kP66E23B-lc2V0-TIzt3pSlmDj=s680-w680-h510,"Welcome to Ye Olde Watling, your local pub in London located on Watling Street. This unique city centre pub has a rich history, being rebuilt by Sir Christopher Wren in 1668 after the Great Fire of London. Situated near iconic attractions like St Paul's Cathedral, Ye Olde Watling is the perfect spot to catch up with friends, relax with family, or chat with colleagues. Enjoy seasonal specialties and mouth-watering pub classics, including hand-crafted specialty pies and a selection of perfectly-poured Cask Ales. Come and experience the charm and history of Ye Olde Watling for yourself!",Drinker: Nick.j.bell2001@gmail.com at 2024-02-16 16:59:03.689544 commenting,Yes,,,,,,,,,,,,canonical_borough_leaderboard_enriched|borough_embedded_map_data_raw|individual_pub_page,8,2,5,1,True,True,True,True,raw_embedded_includes_site_anomaly_borough,2026-07-03T23:10:47+00:00
app_price_000938,Basil & Grape,PERONI,5.95,£5.95,"46 George St, Croydon CR0 1PB, UK",51.3739,-0.098257,Croydon,Croydon|Havering|Hillingdon|Redbridge,Croydon,Havering|Hillingdon|Redbridge,Croydon|Havering|Hillingdon|Redbridge,Croydon,39,£4.54,"https://www.pint-prices.com/pub/46%20George%20St,%20Croydon%20CR0%201PB,%20UK/Basil%20%26%20Grape",https://www.pint-prices.com/pub/46%20George%20St%2C%20Croydon%20CR0%201PB%2C%20UK/Basil%20%26%20Grape,https://www.pint-prices.com/borough-results/Croydon|https://www.pint-prices.com/borough-results/Havering|https://www.pint-prices.com/borough-results/Hillingdon|https://www.pint-prices.com/borough-results/Redbridge,Basil & Grape51.3739,1,020 8680 2277,,http://www.basilandgrape.com/,https://www.basilandgrape.com/contact-us/,https://images.app.goo.gl/8LHfYmP9vfekDhux5,"Located at 46 George St, Croydon CR0 1PB, Basil & Grape is a vibrant pub offering delicious food and cocktails. They have a happy hour for you to enjoy and you can even make a booking on their website. While there are no darts or pool available, this pub is perfect for those looking to unwind with great drinks and tasty bites. Visit their website at http://www.basilandgrape.com/ for more information and to make a reservation.",no darts no pool,Yes,Yes,,,,,,,Yes,,,,canonical_borough_leaderboard_enriched|borough_embedded_map_data_raw|individual_pub_page,6,1,4,1,True,True,True,True,raw_embedded_includes_site_anomaly_borough,2026-07-03T23:10:47+00:00
app_price_000939,Crown & Pepper Croydon,COORS,4.95,£4.95,"242 High St, Croydon CR0 1NF, UK",51.369,-0.0998628,Croydon,Croydon|Havering|Hillingdon|Redbridge,Croydon,Havering|Hillingdon|Redbridge,Croydon|Havering|Hillingdon|Redbridge,Croydon,32,£4.54,"https://www.pint-prices.com/pub/242%20High%20St,%20Croydon%20CR0%201NF,%20UK/Crown%20%26%20Pepper%20Croydon",https://www.pint-prices.com/pub/242%20High%20St%2C%20Croydon%20CR0%201NF%2C%20UK/Crown%20%26%20Pepper%20Croydon,https://www.pint-prices.com/borough-results/Croydon|https://www.pint-prices.com/borough-results/Havering|https://www.pint-prices.com/borough-results/Hillingdon|https://www.pint-prices.com/borough-results/Redbridge,Crown & Pepper Croydon51.369,1,020 8688 7507,,http://www.crownandpepper.co.uk/croydon.php,https://www.crownandpepper.co.uk/booking.php?venue=2,https://www.crownandpepper.co.uk/Images/home/CPCroydon.png,"Located in the heart of Croydon, Crown & Pepper is a vibrant pub offering a wide range of food options, from bar snacks to extensive lunch and dinner menus. The Victorian building boasts modern decor and a Shisha Lounge with a variety of flavors to enjoy. Watch live sports on large cinema-style screens or host events in the private function room upstairs. With online booking and takeaway options available, Crown & Pepper is the perfect spot for a fun night out in Croydon.",no darts no pool,Yes,,,Yes,,,,,,,,,canonical_borough_leaderboard_enriched|borough_embedded_map_data_raw|individual_pub_page,6,1,4,1,True,True,True,True,raw_embedded_includes_site_anomaly_borough,2026-07-03T23:10:47+00:00
app_price_000940,Dog & Bull,FOSTERS,5.45,£5.45,"24 Surrey St, Croydon CR0 1RG, UK",51.3729,-0.101456,Croydon,Croydon|Havering|Hillingdon|Redbridge,Croydon,Havering|Hillingdon|Redbridge,Croydon|Havering|Hillingdon|Redbridge,Croydon,35,£4.54,"https://www.pint-prices.com/pub/24%20Surrey%20St,%20Croydon%20CR0%201RG,%20UK/Dog%20%26%20Bull",https://www.pint-prices.com/pub/24%20Surrey%20St%2C%20Croydon%20CR0%201RG%2C%20UK/Dog%20%26%20Bull,https://www.pint-prices.com/borough-results/Croydon|https://www.pint-prices.com/borough-results/Havering|https://www.pint-prices.com/borough-results/Hillingdon|https://www.pint-prices.com/borough-results/Redbridge,Dog & Bull51.3729,1,020 3971 5747,,https://dogandbullcroydon.co.uk/,https://dns.memsec.co.uk/ms7ortb/index.php?s=TLQheyuj,https://images.app.goo.gl/oCUT2Mpt39HvqQK68,"Welcome to Dog & Bull, the oldest pub in Croydon with a rich history of serving the local community. Located at 24 Surrey Street, Croydon, CR0 1RG, this pub boasts the largest beer garden in Croydon with private booths available for booking. Whether you're looking to catch up with friends, have a family gathering, or even host a casual business meeting, Dog & Bull is the perfect spot. With a team led by experienced landlords Lesley and Mark, who have been running pubs for over 50 years, you're guaranteed to have a fantastic experience. Enjoy delicious food, live sports, and a great selection of Young's Ales at this iconic pub. Don't miss out on the opportunity to relax and unwind in a historic setting with a modern twist at Dog & Bull.",no darts no pool,Yes,,Yes,Yes,,,,,,,,,canonical_borough_leaderboard_enriched|borough_embedded_map_data_raw|individual_pub_page,6,1,4,1,True,True,True,True,raw_embedded_includes_site_anomaly_borough,2026-07-03T23:10:47+00:00
app_price_000941,Green Dragon Croydon,AMSTEL,5.9,£5.90,"60 High St, Croydon CR0 1NA, UK",51.3716,-0.100737,Croydon,Croydon|Havering|Hillingdon|Redbridge,Croydon,Havering|Hillingdon|Redbridge,Croydon|Havering|Hillingdon|Redbridge,Croydon,38,£4.54,"https://www.pint-prices.com/pub/60%20High%20St,%20Croydon%20CR0%201NA,%20UK/Green%20Dragon%20Croydon",https://www.pint-prices.com/pub/60%20High%20St%2C%20Croydon%20CR0%201NA%2C%20UK/Green%20Dragon%20Croydon,https://www.pint-prices.com/borough-results/Croydon|https://www.pint-prices.com/borough-results/Havering|https://www.pint-prices.com/borough-results/Hillingdon|https://www.pint-prices.com/borough-results/Redbridge,Green Dragon Croydon51.3716,2,020 8667 0684,,https://www.crafted-social.co.uk/green-dragon-croydon?utm_source=gmb&utm_medium=organic&utm_campaign,https://www.crafted-social.co.uk/green-dragon-croydon/party-booking,https://lh3.googleusercontent.com/p/AF1QipPcOs2s2gZ9HwyVRbvjymZAnt8nXUfkJTEiAU0Q=s680-w680-h510,"Welcome to Green Dragon Croydon! This pub, located at 60 High St, Croydon CR0 1NA, UK, is the perfect spot for those looking for a lively atmosphere. Enjoy delicious food, live sports, and live music while you relax with friends. Challenge your pals to a game of pool as you sip on your favorite drinks. Don't miss out on the fun - visit Green Dragon Croydon today!",has pool no darts,Yes,,,Yes,Yes,,,,,,,,canonical_borough_leaderboard_enriched|borough_embedded_map_data_raw|individual_pub_page,6,1,4,1,True,True,True,True,raw_embedded_includes_site_anomaly_borough,2026-07-03T23:10:47+00:00
app_price_000942,Green Dragon Croydon,PALE ALE,5.15,£5.15,"60 High St, Croydon CR0 1NA, UK",51.3716,-0.100737,Croydon,Croydon|Havering|Hillingdon|Redbridge,Croydon,Havering|Hillingdon|Redbridge,Croydon|Havering|Hillingdon|Redbridge,Croydon,34,£4.54,"https://www.pint-prices.com/pub/60%20High%20St,%20Croydon%20CR0%201NA,%20UK/Green%20Dragon%20Croydon",https://www.pint-prices.com/pub/60%20High%20St%2C%20Croydon%20CR0%201NA%2C%20UK/Green%20Dragon%20Croydon,https://www.pint-prices.com/borough-results/Croydon|https://www.pint-prices.com/borough-results/Havering|https://www.pint-prices.com/borough-results/Hillingdon|https://www.pint-prices.com/borough-results/Redbridge,Green Dragon Croydon51.3716,1,020 8667 0684,,https://www.crafted-social.co.uk/green-dragon-croydon?utm_source=gmb&utm_medium=organic&utm_campaign,https://www.crafted-social.co.uk/green-dragon-croydon/party-booking,https://lh3.googleusercontent.com/p/AF1QipPcOs2s2gZ9HwyVRbvjymZAnt8nXUfkJTEiAU0Q=s680-w680-h510,"Welcome to Green Dragon Croydon! This pub, located at 60 High St, Croydon CR0 1NA, UK, is the perfect spot for those looking for a lively atmosphere. Enjoy delicious food, live sports, and live music while you relax with friends. Challenge your pals to a game of pool as you sip on your favorite drinks. Don't miss out on the fun - visit Green Dragon Croydon today!",has pool no darts,Yes,,,Yes,Yes,,,,,,,,canonical_borough_leaderboard_enriched|borough_embedded_map_data_raw|individual_pub_page,6,1,4,1,True,True,True,True,raw_embedded_includes_site_anomaly_borough,2026-07-03T23:10:47+00:00
app_price_000943,Market Tavern,BREWDOG PLANET PALE,5.75,£5.75,"Surrey House , , Croydon, United Kingdom",51.3728,-0.10159,Croydon,Croydon|Havering|Hillingdon|Redbridge,Croydon,Havering|Hillingdon|Redbridge,Croydon|Havering|Hillingdon|Redbridge,Croydon,37,£4.54,"https://www.pint-prices.com/pub/Surrey%20House%20,%20,%20Croydon,%20United%20Kingdom/Market%20Tavern",https://www.pint-prices.com/pub/Surrey%20House%20%2C%20%2C%20Croydon%2C%20United%20Kingdom/Market%20Tavern,https://www.pint-prices.com/borough-results/Croydon|https://www.pint-prices.com/borough-results/Havering|https://www.pint-prices.com/borough-results/Hillingdon|https://www.pint-prices.com/borough-results/Redbridge,Market Tavern51.3728,7,,,,,,,MULTI_ADDED_PINT,,,,,,,,,,,,,canonical_borough_leaderboard_enriched|borough_embedded_map_data_raw,5,1,4,0,True,True,False,True,raw_embedded_includes_site_anomaly_borough|not_found_on_individual_pub_page_extract,2026-07-03T23:10:47+00:00
app_price_000944,Market Tavern,BRIXTON RELIANCE PALE ALE,6.25,£6.25,"Surrey House , , Croydon, United Kingdom",51.3728,-0.10159,Croydon,Croydon|Havering|Hillingdon|Redbridge,Croydon,Havering|Hillingdon|Redbridge,Croydon|Havering|Hillingdon|Redbridge,Croydon,41,£4.54,"https://www.pint-prices.com/pub/Surrey%20House%20,%20,%20Croydon,%20United%20Kingdom/Market%20Tavern",https://www.pint-prices.com/pub/Surrey%20House%20%2C%20%2C%20Croydon%2C%20United%20Kingdom/Market%20Tavern,https://www.pint-prices.com/borough-results/Croydon|https://www.pint-prices.com/borough-results/Havering|https://www.pint-prices.com/borough-results/Hillingdon|https://www.pint-prices.com/borough-results/Redbridge,Market Tavern51.3728,8,,,,,,,MULTI_ADDED_PINT,,,,,,,,,,,,,canonical_borough_leaderboard_enriched|borough_embedded_map_data_raw,5,1,4,0,True,True,False,True,raw_embedded_includes_site_anomaly_borough|not_found_on_individual_pub_page_extract,2026-07-03T23:10:47+00:00
app_price_000945,Market Tavern,CARLSBERG PILSNER,3.8,£3.80,"Surrey House , , Croydon, United Kingdom",51.3728,-0.10159,Croydon,Croydon|Havering|Hillingdon|Redbridge,Croydon,Havering|Hillingdon|Redbridge,Croydon|Havering|Hillingdon|Redbridge,Croydon,9,£4.54,"https://www.pint-prices.com/pub/Surrey%20House%20,%20,%20Croydon,%20United%20Kingdom/Market%20Tavern",https://www.pint-prices.com/pub/Surrey%20House%20%2C%20%2C%20Croydon%2C%20United%20Kingdom/Market%20Tavern,https://www.pint-prices.com/borough-results/Croydon|https://www.pint-prices.com/borough-results/Havering|https://www.pint-prices.com/borough-results/Hillingdon|https://www.pint-prices.com/borough-results/Redbridge,Market Tavern51.3728,2,,,,,,,MULTI_ADDED_PINT,,,,,,,,,,,,,canonical_borough_leaderboard_enriched|borough_embedded_map_data_raw,5,1,4,0,True,True,False,True,raw_embedded_includes_site_anomaly_borough|not_found_on_individual_pub_page_extract,2026-07-03T23:10:47+00:00
app_price_000946,Market Tavern,FOSTERS,4.2,£4.20,"Surrey House , , Croydon, United Kingdom",51.3728,-0.10159,Croydon,Croydon|Havering|Hillingdon|Redbridge,Croydon,Havering|Hillingdon|Redbridge,Croydon|Havering|Hillingdon|Redbridge,Croydon,20,£4.54,"https://www.pint-prices.com/pub/Surrey%20House%20,%20,%20Croydon,%20United%20Kingdom/Market%20Tavern",https://www.pint-prices.com/pub/Surrey%20House%20%2C%20%2C%20Croydon%2C%20United%20Kingdom/Market%20Tavern,https://www.pint-prices.com/borough-results/Croydon|https://www.pint-prices.com/borough-results/Havering|https://www.pint-prices.com/borough-results/Hillingdon|https://www.pint-prices.com/borough-results/Redbridge,Market Tavern51.3728,3,,,,,,,MULTI_ADDED_PINT,,,,,,,,,,,,,canonical_borough_leaderboard_enriched|borough_embedded_map_data_raw,5,1,4,0,True,True,False,True,raw_embedded_includes_site_anomaly_borough|not_found_on_individual_pub_page_extract,2026-07-03T23:10:47+00:00
app_price_000947,Market Tavern,GUINNESS,4.55,£4.55,"Surrey House , , Croydon, United Kingdom",51.3728,-0.10159,Croydon,Croydon|Havering|Hillingdon|Redbridge,Croydon,Havering|Hillingdon|Redbridge,Croydon|Havering|Hillingdon|Redbridge,Croydon,25,£4.54,"https://www.pint-prices.com/pub/Surrey%20House%20,%20,%20Croydon,%20United%20Kingdom/Market%20Tavern",https://www.pint-prices.com/pub/Surrey%20House%20%2C%20%2C%20Croydon%2C%20United%20Kingdom/Market%20Tavern,https://www.pint-prices.com/borough-results/Croydon|https://www.pint-prices.com/borough-results/Havering|https://www.pint-prices.com/borough-results/Hillingdon|https://www.pint-prices.com/borough-results/Redbridge,Market Tavern51.3728,5,,,,,,,MULTI_ADDED_PINT,,,,,,,,,,,,,canonical_borough_leaderboard_enriched|borough_embedded_map_data_raw,5,1,4,0,True,True,False,True,raw_embedded_includes_site_anomaly_borough|not_found_on_individual_pub_page_extract,2026-07-03T23:10:47+00:00
app_price_000948,Market Tavern,HOBGOBLIN GOLD,3.4,£3.40,"Surrey House , , Croydon, United Kingdom",51.3728,-0.10159,Croydon,Croydon|Havering|Hillingdon|Redbridge,Croydon,Havering|Hillingdon|Redbridge,Croydon|Havering|Hillingdon|Redbridge,Croydon,6,£4.54,"https://www.pint-prices.com/pub/Surrey%20House%20,%20,%20Croydon,%20United%20Kingdom/Market%20Tavern",https://www.pint-prices.com/pub/Surrey%20House%20%2C%20%2C%20Croydon%2C%20United%20Kingdom/Market%20Tavern,https://www.pint-prices.com/borough-results/Croydon|https://www.pint-prices.com/borough-results/Havering|https://www.pint-prices.com/borough-results/Hillingdon|https://www.pint-prices.com/borough-results/Redbridge,Market Tavern51.3728,1,,,,,,,MULTI_ADDED_PINT,,,,,,,,,,,,,canonical_borough_leaderboard_enriched|borough_embedded_map_data_raw,5,1,4,0,True,True,False,True,raw_embedded_includes_site_anomaly_borough|not_found_on_individual_pub_page_extract,2026-07-03T23:10:47+00:00
app_price_000949,Market Tavern,TENNENTS LAGER,4.3,£4.30,"Surrey House , , Croydon, United Kingdom",51.3728,-0.10159,Croydon,Croydon|Havering|Hillingdon|Redbridge,Croydon,Havering|Hillingdon|Redbridge,Croydon|Havering|Hillingdon|Redbridge,Croydon,21,£4.54,"https://www.pint-prices.com/pub/Surrey%20House%20,%20,%20Croydon,%20United%20Kingdom/Market%20Tavern",https://www.pint-prices.com/pub/Surrey%20House%20%2C%20%2C%20Croydon%2C%20United%20Kingdom/Market%20Tavern,https://www.pint-prices.com/borough-results/Croydon|https://www.pint-prices.com/borough-results/Havering|https://www.pint-prices.com/borough-results/Hillingdon|https://www.pint-prices.com/borough-results/Redbridge,Market Tavern51.3728,4,,,,,,,MULTI_ADDED_PINT,,,,,,,,,,,,,canonical_borough_leaderboard_enriched|borough_embedded_map_data_raw,5,1,4,0,True,True,False,True,raw_embedded_includes_site_anomaly_borough|not_found_on_individual_pub_page_extract,2026-07-03T23:10:47+00:00
app_price_000950,Market Tavern,THATCHERS GOLD,4.75,£4.75,"Surrey House , , Croydon, United Kingdom",51.3728,-0.10159,Croydon,Croydon|Havering|Hillingdon|Redbridge,Croydon,Havering|Hillingdon|Redbridge,Croydon|Havering|Hillingdon|Redbridge,Croydon,27,£4.54,"https://www.pint-prices.com/pub/Surrey%20House%20,%20,%20Croydon,%20United%20Kingdom/Market%20Tavern",https://www.pint-prices.com/pub/Surrey%20House%20%2C%20%2C%20Croydon%2C%20United%20Kingdom/Market%20Tavern,https://www.pint-prices.com/borough-results/Croydon|https://www.pint-prices.com/borough-results/Havering|https://www.pint-prices.com/borough-results/Hillingdon|https://www.pint-prices.com/borough-results/Redbridge,Market Tavern51.3728,6,,,,,,,MULTI_ADDED_PINT,,,,,,,,,,,,,canonical_borough_leaderboard_enriched|borough_embedded_map_data_raw,5,1,4,0,True,True,False,True,raw_embedded_includes_site_anomaly_borough|not_found_on_individual_pub_page_extract,2026-07-03T23:10:47+00:00
app_price_000951,Porter and Sorter,FOSTERS,4.45,£4.45,"Station Rd, East, Croydon CR0 6BT, UK",51.3788,-0.101704,Croydon,Croydon|Havering|Hillingdon|Redbridge,Croydon,Havering|Hillingdon|Redbridge,Croydon|Havering|Hillingdon|Redbridge,Croydon,23,£4.54,"https://www.pint-prices.com/pub/Station%20Rd,%20East,%20Croydon%20CR0%206BT,%20UK/Porter%20and%20Sorter",https://www.pint-prices.com/pub/Station%20Rd%2C%20East%2C%20Croydon%20CR0%206BT%2C%20UK/Porter%20and%20Sorter,https://www.pint-prices.com/borough-results/Croydon|https://www.pint-prices.com/borough-results/Havering|https://www.pint-prices.com/borough-results/Hillingdon|https://www.pint-prices.com/borough-results/Redbridge,Porter and Sorter51.3788,1,020 8688 4296,,http://www.porterandsorterpub.co.uk/?y_source=1_MTIyOTQ3ODktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,https://www.porterandsorterpub.co.uk/book-your-table/,https://images.app.goo.gl/vn41Huj1WNEnmp7d8,"Located in Croydon, UK, Porter and Sorter is a vibrant pub and restaurant offering a range of amenities including pool, live sports, live music, happy hour, and a beer garden. Whether you're looking to enjoy delicious food, sip on cocktails, or catch up with friends over a game of pool, Porter and Sorter has something for everyone. With a welcoming atmosphere and a variety of drinks to choose from, this pub is the perfect spot to unwind and socialize. Be sure to check out their website for more information and to book your table for a memorable experience.",has pool no darts,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,,,,canonical_borough_leaderboard_enriched|borough_embedded_map_data_raw|individual_pub_page,6,1,4,1,True,True,True,True,raw_embedded_includes_site_anomaly_borough,2026-07-03T23:10:47+00:00
