location_source_dataset,borough,pub_name,name,address,latitude,longitude,phone_number,email,website,booking_link,image_url,description,food,cocktails,beer_garden,live_sports,live_music,pub_quiz,darts,pool,happy_hour,karaoke,cool,locality,constructed_pub_url,pub_url,borough_url
borough_embedded_map_data_raw,Camden,Green Man,Green Man,"383 Euston Road, NW1 3AU",51.5237,-0.143171,,,https://www.greeneking.co.uk/pubs/greater-london/greene-man,https://www.greeneking.co.uk/pubs/greater-london/greene-man/book,https://images.app.goo.gl/5YdTu6tMRMV1tyCL7,"Located in Euston, The Greene Man is an 18th-century pub offering a family-friendly environment with sports viewing. Enjoy real ales, classic pub food, and a welcoming atmosphere. With amenities like disabled facilities, dog-friendly policy, and showing live sports, The Greene Man is the perfect spot to relax and have a great time. Join them for the Euros or other special events, and don't miss out on their new menu and drinks selection. Book your table now for a memorable experience at The Greene Man!",Yes,Yes,,Yes,,,,,,,,,https://www.pint-prices.com/pub/383%20Euston%20Road%2C%20NW1%203AU/Green%20Man,,https://www.pint-prices.com/borough-results/Camden
borough_embedded_map_data_raw,Havering,Green Man,Green Man,"Wildcroft Rd, London SW15 3NG",51.4516,-0.224359,2087888096,,https://www.greenmanputney.co.uk/,https://www.greenmanputney.co.uk/contact/,https://search.app.goo.gl/LbsVfoH,"Visit the Green Man pub on Wildcroft Rd in London for a great time! Enjoy delicious food, cocktails, and a beer garden. Watch live sports, join a pub quiz, and make use of their booking link for reservations. Check out their website for more information: https://www.greenmanputney.co.uk/",Yes,Yes,Yes,Yes,,Yes,,,,,,,https://www.pint-prices.com/pub/Wildcroft%20Rd%2C%20London%20SW15%203NG/Green%20Man,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Havering,Greencoat Boy (Victoria),Greencoat Boy (Victoria),"2 Greencoat Place, SW1P 1PJ",51.4963,-0.135839,,,https://www.greeneking.co.uk/pubs/greater-london/greencoat-boy,,https://gkbr-p-001.sitecorecontenthub.cloud/api/public/content/446cb350df5242ecad4641d15ba0b34e?v=24812f17&t=w1540,"Welcome to The Greencoat Boy in Victoria! This 19th-century pub in London offers a charming beer garden, serving cask ales, cocktails, and a modern British menu with light bites and vegan options. With top-notch amenities including being dog-friendly, family-friendly, and offering WiFi, The Greencoat Boy is the perfect spot to enjoy a relaxing drink or delicious meal. Join us for the Euros or check out our new menu for a tantalizing experience. Book your table today and experience the warm and inviting atmosphere at The Greencoat Boy!",Yes,Yes,Yes,,,,,,,,,,https://www.pint-prices.com/pub/2%20Greencoat%20Place%2C%20SW1P%201PJ/Greencoat%20Boy%20%28Victoria%29,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Havering,Greyhound,Greyhound,"1 Kensington Square, W8 5EP",51.5011,-0.189454,,,https://www.greeneking.co.uk/pubs/greater-london/greyhound,,https://gkbr-p-001.sitecorecontenthub.cloud/api/public/content/4a802852ef794bc0bea7a3c55bc3f417?v=8c415eb3&t=w1540,"Welcome to The Greyhound Pub in Kensington! This Grade II listed pub offers a charming beer garden and live sports in the heart of Kensington. Enjoy a selection of cask ales, cocktails, and a modern menu with light bites and vegan options. With top-notch amenities including a dog-friendly atmosphere, family-friendly environment, Sky Sports, and a beer garden, The Greyhound is the perfect spot to relax and unwind. Join us for the Euros or grab a free Peroni Nastro Azzurro by signing up for our mailing list. Whether you're looking to watch live sport, enjoy delicious food, or try out our new menu, The Greyhound has something for everyone. Book your table today and experience the vibrant atmosphere at The Greyhound in Kensington!",Yes,Yes,Yes,Yes,,,,,,,,,https://www.pint-prices.com/pub/1%20Kensington%20Square%2C%20W8%205EP/Greyhound,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Ealing,Greystoke,Greystoke,"17 Hanger Ln, London W5 3HH, UK",51.5127,-0.290866,020 8997 6388,,https://www.greeneking.co.uk/pubs/greater-london/greystoke?utm_source=g_places&utm_medium=locations&,https://www.greeneking.co.uk/pubs/greater-london/greystoke/book,https://images.app.goo.gl/NWcXCCKrhvWhLLi27,"Located just a few steps away from North Ealing tube station, Greystoke is a vibrant pub in London offering a warm welcome to all visitors. With amenities like a beer garden, live sports, and delicious food, Greystoke is the perfect spot to unwind and enjoy a great time with friends. Whether you're looking to watch the latest sports events, enjoy cocktails in the beer garden, or challenge your friends to a game of darts or pool, Greystoke has something for everyone. Don't miss out on their special offers and events – book a table now and experience the lively atmosphere at Greystoke!",Yes,Yes,Yes,Yes,,,,,,,,,https://www.pint-prices.com/pub/17%20Hanger%20Ln%2C%20London%20W5%203HH%2C%20UK/Greystoke,,https://www.pint-prices.com/borough-results/Ealing
borough_embedded_map_data_raw,Havering,Grumpys Bar,Grumpys Bar,"Montreal, Canada ",51.4985,-0.0488888,,,,,,,,,,,,,,,,,,,https://www.pint-prices.com/pub/Montreal%2C%20Canada/Grumpys%20Bar,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Havering,Hallcross,Hallcross ,Hallgate Doncaster ,53.5222,-1.12844,,,,,,,,,,,,,,,,,,,https://www.pint-prices.com/pub/Hallgate%20Doncaster/Hallcross,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,City of London,Hamilton Hall,Hamilton Hall,"Liverpool Street station, Street-level Concourse, , City of London, England",51.5176,-0.080963,,,,,,,,,,,,,,,,,,,https://www.pint-prices.com/pub/Liverpool%20Street%20station%2C%20Street-level%20Concourse%2C%20%2C%20City%20of%20London%2C%20England/Hamilton%20Hall,,https://www.pint-prices.com/borough-results/City%20of%20London
borough_embedded_map_data_raw,Havering,Hand & Racquet (Wimbledon),Hand & Racquet (Wimbledon),"25-27 Wimbledon Hill, SW19 7NE",51.4218,-0.207886,,,https://www.greeneking.co.uk/pubs/greater-london/hand-and-racquet,https://www.greeneking.co.uk/pubs/greater-london/hand-and-racquet/book,https://images.app.goo.gl/BJsWzrgAvkBw5y4i6,"Located in the heart of Wimbledon, The Hand & Racquet is a charming Greene King Pub that offers a cozy atmosphere and a great selection of specialty drinks and cask ales. Whether you're looking to relax with friends or catch live sports, this pub is a local favorite. With top-notch amenities including disabled facilities, WiFi, and being dog-friendly, The Hand & Racquet is the perfect spot to unwind and enjoy delicious pub food and drinks. Join us for a memorable experience at The Hand & Racquet in Wimbledon!",Yes,Yes,,Yes,,,,,,,,,https://www.pint-prices.com/pub/25-27%20Wimbledon%20Hill%2C%20SW19%207NE/Hand%20%26%20Racquet%20%28Wimbledon%29,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Havering,"Hand and Racquet, Wimbledon","Hand and Racquet, Wimbledon","25-27 Wimbledon Hill Rd, London SW19 7NE",51.4218,-0.207886,,,https://www.greeneking.co.uk/pubs/greater-london/hand-and-racquet,https://www.greeneking.co.uk/pubs/greater-london/hand-and-racquet/book,https://images.app.goo.gl/BJsWzrgAvkBw5y4i6,"Welcome to The Hand & Racquet in Wimbledon! This lovely Greene King Pub is located in the heart of Wimbledon town center, just a short walk from the Wimbledon Tennis Club and the train station. Whether you're looking to relax with specialty drinks and cask ales, enjoy delicious food, watch live sports, or catch up with friends, The Hand & Racquet has something for everyone. With top-notch amenities including disabled facilities, a dog-friendly atmosphere, and free Wi-Fi, you're sure to have a great time here. Join us for a memorable experience at The Hand & Racquet!",Yes,Yes,,Yes,,,,,,,,,https://www.pint-prices.com/pub/25-27%20Wimbledon%20Hill%20Rd%2C%20London%20SW19%207NE/Hand%20and%20Racquet%2C%20Wimbledon,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Havering,Hand in Hand,Hand in Hand,"6 Crooked Billet, Wimbledon Common, London SW19 4RQ",51.4216,-0.227212,020 8946 5720,handinhand@youngs.co.uk,https://www.thehandinhandwimbledon.co.uk/food-drink/?utm_source=local&utm_medium=organic&utm_campaig,,https://swl.camra.org.uk/images/PotY-2013-Hand-in-Hand-20080915_WimbledonPubs_009_3600x2204.jpg,"Located in the heart of Wimbledon Common, Hand in Hand is a cool pub offering delicious food and a charming beer garden. With a warm and inviting atmosphere, this pub is the perfect spot to relax with friends and enjoy a meal. Whether you're looking for a casual dining experience or a refreshing drink in the beer garden, Hand in Hand has something for everyone. Visit their website for more information and make sure to stop by for a memorable pub experience.",yes,,yes,,,,,,,,yes,,https://www.pint-prices.com/pub/6%20Crooked%20Billet%2C%20Wimbledon%20Common%2C%20London%20SW19%204RQ/Hand%20in%20Hand,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Havering,Hardy's Freehouse,Hardy's Freehouse,"88 Trafalgar Rd, London SE10 9UW",51.4838,0.0014324,,,https://hardysfreehouse.co.uk/,,https://lh3.googleusercontent.com/p/AF1QipM0qSD0twXX9rx7kFLmyVH2gJsWTtEQfXJtJ1PB=s680-w680-h510,"Located next to Greenwich Park and the Admiralty in the historic district of Greenwich, Hardy's Freehouse is a traditional Irish pub offering drinks, traditional Irish food, a beer garden, free WIFI, and a friendly atmosphere. Known for having some of the cheapest drinks in town, Hardy's Freehouse is the perfect spot to enjoy live sports including BT Sports, Sky Sports, and GAA Sports. With a menu featuring traditional Thai food and the best Guinness in south London, this pub is a must-visit for those looking for a lively and welcoming atmosphere.",Yes,,,Yes,,,,,,,,,https://www.pint-prices.com/pub/88%20Trafalgar%20Rd%2C%20London%20SE10%209UW/Hardy%27s%20Freehouse,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Havering,Hare & Hounds,Hare & Hounds,"214-216 Upper Richmond Rd W, London SW14 8AH",51.4652,-0.264724,,,,,,,,,,,,,,,,,,,https://www.pint-prices.com/pub/214-216%20Upper%20Richmond%20Rd%20W%2C%20London%20SW14%208AH/Hare%20%26%20Hounds,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,City of London,Harry's Bar & Dining Room,Harry's Bar & Dining Room,"5 Abchurch Yard, London EC4N 7BA, UK",51.5115,-0.088582,020 7623 2355,info@harrys.co.uk,http://harrys.co.uk/abchurch/,https://www.opentable.co.uk/restref/client/?restref=251508&lang=en-GB&ot_source=Restaurant%20website&corrid=24584974-abcd-4e17-a441-b53fa8c9d41d,https://images.app.goo.gl/fSvhu8Zvz741soSeA,"Located in the heart of London at 5 Abchurch Yard, Harry's Bar & Dining Room is a vibrant pub offering a delightful combination of delicious food and creative cocktails. Whether you're looking to enjoy a meal or sip on expertly crafted drinks, Harry's Bar & Dining Room has you covered. With a warm and inviting atmosphere, this pub is the perfect spot to unwind with friends or colleagues. Be sure to check out their website for more information and to make a reservation.",Yes,Yes,,,,,,,,,,,https://www.pint-prices.com/pub/5%20Abchurch%20Yard%2C%20London%20EC4N%207BA%2C%20UK/Harry%27s%20Bar%20%26%20Dining%20Room,,https://www.pint-prices.com/borough-results/City%20of%20London
borough_embedded_map_data_raw,Havering,Hawkins Forge,Hawkins Forge,"110 Battersea Rise, Greater, London SW11 1EJ",51.4607,-0.169044,2072280349,,https://www.hawkinsforge.co.uk/#/,https://www.hawkinsforge.co.uk/onlinebookingform#/,https://search.app.goo.gl/5P2JHaA,"Located in Greater London, Hawkins Forge is a vibrant pub offering a range of amenities to enhance your visit. From delicious food and cocktails to live sports and music, this pub has something for everyone. Challenge your friends to a game of darts or enjoy the beer garden on a sunny day. With a pub quiz to test your knowledge and a convenient online booking system, Hawkins Forge is the perfect spot for a fun night out. Visit their website to make a reservation and experience all that this pub has to offer.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,https://www.pint-prices.com/pub/110%20Battersea%20Rise%2C%20Greater%2C%20London%20SW11%201EJ/Hawkins%20Forge,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,City of London,Hawksmoor Guildhall,Hawksmoor Guildhall,"10 Basinghall St, London EC2V 5BQ, UK",51.5155,-0.0908491,020 7397 8120,,http://thehawksmoor.com/locations/guildhall?y_source=1_MjQyMjUwMjgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,https://thehawksmoor.com/book-a-table/?location=71086,https://lh3.googleusercontent.com/p/AF1QipMTX_kv7Ty1eoMMIH5u4_IjCyUVYRrCGN7YxpYv=s680-w680-h510,"Hawksmoor Guildhall is a historic pub located at 10 Basinghall St in London. Known for its top-quality steak and seafood, this pub offers a unique dining experience in a setting steeped in history. Whether you're looking for a delicious meal, a refreshing drink, or a cozy spot to relax, Hawksmoor Guildhall has it all. With a fully accessible venue and a convenient location near Moorgate and Bank stations, it's the perfect place to unwind and enjoy a memorable evening out. Visit their website to book a table and experience the charm of Hawksmoor Guildhall for yourself.",Yes,,,,,,,,,,,,https://www.pint-prices.com/pub/10%20Basinghall%20St%2C%20London%20EC2V%205BQ%2C%20UK/Hawksmoor%20Guildhall,,https://www.pint-prices.com/borough-results/City%20of%20London
borough_embedded_map_data_raw,Bexley,Hazine,Hazine,"Hazine, 288-290 Broadway, Bexleyheath DA6 8AJ, UK",51.4582,0.134446,020 8617 1564,info@hazine.co.uk,http://hazine.co.uk/,,https://hazine.co.uk/wp-content/uploads/2020/08/WhatsApp-Image-2020-08-22-at-13.56.jpg,"Hazine is a luxurious dining destination in Bexleyheath where Turkish culinary traditions meet contemporary elegance. Specializing in mezes and grilled dishes, Hazine offers an authentic taste of the Mediterranean with a blend of tradition and innovation. From rich mezes to tantalizing grilled specialties, every dish at Hazine tells a story of tradition and excellence. The vibrant atmosphere is enhanced by live performances and unforgettable events, creating a dining experience that transports you to Turkey. Indulge in expertly crafted cocktails and a carefully curated wine menu sourced from vineyards personally visited by the team. Join Hazine for a journey through the rich and diverse flavors of Turkish and Mediterranean cuisine, where warmth, hospitality, and exquisite flavors await.",Yes,,,,,,,,,,Yes,,https://www.pint-prices.com/pub/Hazine%2C%20288-290%20Broadway%2C%20Bexleyheath%20DA6%208AJ%2C%20UK/Hazine,,https://www.pint-prices.com/borough-results/Bexley
borough_embedded_map_data_raw,Havering,Hemingways,Hemingways,"57 High Street Wimbledon, London SW19 5EE",51.4254,-0.219242,020 8944 7722,,,,https://lh3.googleusercontent.com/p/AF1QipMrq8ZeAbsFAhlAUkym8l_ZlgjPSWgq4lg7t1MZ=s680-w680-h510,"Located at 57 High Street Wimbledon, London SW19 5EE, Hemingways is a vibrant pub offering delicious food and cocktails. Whether you're looking for a place to enjoy a meal or sip on some expertly crafted drinks, this pub has you covered. Contact them at 020 8944 7722 for more information.",yes,yes,,,,,,,,,,,https://www.pint-prices.com/pub/57%20High%20Street%20Wimbledon%2C%20London%20SW19%205EE/Hemingways,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Camden,Hercules Pillars,Hercules Pillars,"18 Great Queen St, London WC2B 5DG",51.5158,-0.120874,,,https://www.herculespillars.co.uk/,,https://lh3.googleusercontent.com/p/AF1QipMovwcsCERwrZIWdtvUU8p2ymtc9O3yDGijZmPW=s680-w680-h510,"Located just minutes away from Holborn Station, The Hercules Pillars is a charming traditional English pub offering classic English dishes and a variety of real cask ales. Escape the hustle and bustle of London and unwind in this historic pub with old wooden furnishings. Indulge in traditional pub classics like Fish & Chips and Steak & Ale Pies served seven days a week, complemented by Happy Hours every night. Whether you're looking to relax after work or catch up with friends, The Hercules Pillars is the perfect hideaway with a wide selection of beers, ales, ciders, and spirits. Additionally, the pub features a spacious function room for private hire, ideal for hosting birthday parties, anniversaries, and engagements. Join us for a memorable experience at The Hercules Pillars in Holborn.",Yes,,,Yes,,,,,,,,,https://www.pint-prices.com/pub/18%20Great%20Queen%20St%2C%20London%20WC2B%205DG/Hercules%20Pillars,,https://www.pint-prices.com/borough-results/Camden
borough_embedded_map_data_raw,Camden,Hicce Hart,Hicce Hart,"58 Penton St, London N1 9PZ",51.5334,-0.111234,,,https://hicce.co.uk/the-hicce-hart-pub/,,https://lh3.googleusercontent.com/p/AF1QipNKQ_kTJn4f0-bo-Qu4yMoJF0Jyk2C6l2rRK6kU=s680-w680-h510,"Located at 58 Penton St, London N1 9PZ, Hicce Hart is a vibrant pub offering delicious food, a beer garden, live music, and pub quizzes. Whether you're looking to enjoy a tasty meal, relax in the beer garden, or test your knowledge at a pub quiz, Hicce Hart has something for everyone. Visit their website for more information: https://hicce.co.uk/the-hicce-hart-pub/",Yes,,Yes,,Yes,Yes,,,,,,,https://www.pint-prices.com/pub/58%20Penton%20St%2C%20London%20N1%209PZ/Hicce%20Hart,,https://www.pint-prices.com/borough-results/Camden
borough_embedded_map_data_raw,Havering,Highbury vaults,Highbury vaults ,Bristol ,51.4615,-2.60244,,,,,,,,,,,,,,,,,,,https://www.pint-prices.com/pub/Bristol/Highbury%20vaults,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Havering,Hippodrome Casino,Hippodrome Casino,"Cranbourn St, Leicester Square, London WC2H 7JH",51.511,-0.129685,,,https://www.hippodromecasino.com/,,https://www.tagvenue.com/resize/21/aa/widen-1680-noupsize;390-the-hippodrome-casino-venue-enhanced-v1-5503.jpg,"Welcome to Hippodrome Casino, the biggest entertainment and casino venue in the country located in the heart of London's West End. With six floors of gaming, including table games, slots, and a dedicated poker deck, there's something for everyone. Enjoy delicious food and drinks at eight bars, including the award-winning Heliot Steak House and the new three-tier Rooftop Terrace. Don't miss out on live entertainment, events, and the thrilling Magic Mike Live show. Whether you're looking for a fun night out or a place to host your next event, Hippodrome Casino has it all. Visit us and experience the extraordinary!",Yes,Yes,Yes,,,,,,,,,,https://www.pint-prices.com/pub/Cranbourn%20St%2C%20Leicester%20Square%2C%20London%20WC2H%207JH/Hippodrome%20Casino,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,City of London,Honest Burger Tower Hill,Honest Burger Tower Hill,"1 Commodity Quay, London E1W 1AZ",51.5081,-0.0719444,,,https://www.honestburgers.co.uk/locations/st-katharine-docks/,,https://images.app.goo.gl/zCoLzzWgNXu6KPhXA,"Located in St Katharine Docks, Honest Burger Tower Hill is the place to be for top-quality beef burgers and good times. With a focus on using the best ingredients, including Cobble Lane Cured nduja and Taleggio cheese, their menu is sure to impress. Whether you're looking for a delicious meal or a casual hangout spot, Honest Burger Tower Hill has got you covered. Don't miss out on their local special, featuring Honest beef, crispy shallots, Wilderbee Hot Honey, and more. Visit them today and experience the true taste of British burgers!",Yes,,,,,,,,,,,,https://www.pint-prices.com/pub/1%20Commodity%20Quay%2C%20London%20E1W%201AZ/Honest%20Burger%20Tower%20Hill,,https://www.pint-prices.com/borough-results/City%20of%20London
borough_embedded_map_data_raw,Havering,Hoop & Toy,Hoop & Toy,"34 Thurloe Place, SW7 2HQ",51.4947,-0.174375,,,https://www.greeneking.co.uk/pubs/greater-london/hoop-and-toy,,https://gkbr-p-001.sitecorecontenthub.cloud/api/public/content/b6e920b53d0a48309cb0532695c5a93c?v=5ea96c44&t=w1540,"Located in Kensington, The Hoop & Toy is a traditional pub with a rich history and a prime spot for sports viewing. Serving up real ales and classic British pub food, this pub is a stone's throw away from the V&A Museum. With top-notch amenities including Sky Sports, TNT Sports, and WiFi, you can enjoy live sports events in a fantastic atmosphere. Don't miss out on their new menu and exciting drinks selection. Join them for the Euros or plan a special event in their function room. The Hoop & Toy is the perfect place to gather with friends and enjoy great food, drinks, and sports.",Yes,Yes,,Yes,,,,,,,,,https://www.pint-prices.com/pub/34%20Thurloe%20Place%2C%20SW7%202HQ/Hoop%20%26%20Toy,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Havering,Hop Pole,Hop Pole,"64 Putney Bridge Rd, London SW18 1HR",51.4593,-0.19821,2088708188,,https://www.hoppolewandsworth.co.uk/,,https://search.app.goo.gl/SmXuChQ,"Located in Wandsworth, London, The Hop Pole is a popular pub known for its live sports, fine food, and one of the best pints of Guinness in the city. Run by an Irish licensee, this bustling local attracts a large following of regulars and visitors alike. The pub offers well-kept beer, delicious Thai dishes, and traditional British classics. With screens showing Sky Sports and BT Sport channels, you can enjoy all the big match action while savoring a first-class pint. Whether you're a football fanatic or looking to relax in the heated garden, The Hop Pole provides a warm welcome to all.",Yes,,,Yes,,,,,,,,,https://www.pint-prices.com/pub/64%20Putney%20Bridge%20Rd%2C%20London%20SW18%201HR/Hop%20Pole,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Hammersmith and Fulham,Hop Poles,Hop Poles,"17-19 King St, London W6 9HR, UK",51.4928,-0.225855,020 8748 1411,,https://www.crafted-social.co.uk/hop-poles-hammersmith?utm_source=gmb&utm_medium=organic&utm_campaig,https://www.crafted-social.co.uk/hop-poles-hammersmith/party-booking,https://images.app.goo.gl/aH2Wu1FaThb8gKgn6,"Located in the heart of London at 17-19 King St, Hop Poles is a vibrant pub offering a range of amenities to enhance your visit. Enjoy delicious food, a selection of cocktails, and a spacious beer garden. Catch live sports events, live music performances, and test your knowledge at the pub quiz. Take advantage of happy hour specials and experience the cool atmosphere at Hop Poles. Whether you're looking for a relaxing evening or a lively night out, this pub has something for everyone. Book your next party or event at Hop Poles for a memorable experience.",Yes,,Yes,Yes,Yes,Yes,,,Yes,,Yes,,https://www.pint-prices.com/pub/17-19%20King%20St%2C%20London%20W6%209HR%2C%20UK/Hop%20Poles,,https://www.pint-prices.com/borough-results/Hammersmith%20and%20Fulham
borough_embedded_map_data_raw,Camden,Hope & Anchor,Hope & Anchor,"207 Upper Street, N1 1RL",51.5433,-0.103518,,,https://www.greeneking.co.uk/pubs/greater-london/hope-and-anchor,https://www.greeneking.co.uk/pubs/greater-london/hope-and-anchor/book,https://images.app.goo.gl/TZCQZ5NvwEdc8CBB8,"Located in Islington, London, the Hope & Anchor is a Grade II listed pub with a rich history dating back to 1880. This pub is a must-visit for music lovers, as it has been a magnet for legendary bands over the years. With live music events and a welcoming atmosphere, the Hope & Anchor offers a unique pub experience. Enjoy classic cocktails, delicious food, and top-notch amenities at this historic pub. Don't miss out on their special offers and events – book your table today and immerse yourself in the vibrant spirit of the Hope & Anchor.",Yes,Yes,,,Yes,,,,,,,,https://www.pint-prices.com/pub/207%20Upper%20Street%2C%20N1%201RL/Hope%20%26%20Anchor,,https://www.pint-prices.com/borough-results/Camden
borough_embedded_map_data_raw,City of London,Howl at The Moon,Howl at The Moon,"178 Hoxton St, London N1 5LH",51.5331,-0.0798427,,,https://www.hoxtonpub.com/,,https://lh3.googleusercontent.com/p/AF1QipPzF32-NU9CdjNSb05KuMwJmCTskl9_uIPrV8ry=s680-w680-h510,,Yes,Yes,Yes,,Yes,,,,,,,,https://www.pint-prices.com/pub/178%20Hoxton%20St%2C%20London%20N1%205LH/Howl%20at%20The%20Moon,,https://www.pint-prices.com/borough-results/City%20of%20London
borough_embedded_map_data_raw,Havering,Hungerford Arms,Hungerford Arms,"240 Commercial Rd, London E1 2NB",51.5144,-0.0579739,,,,,https://lh3.googleusercontent.com/p/AF1QipMKvoNLYoSGNLJBNW2d2UgiMG2aMtEQ1Q6JFGe0=s680-w680-h510,"Located at 240 Commercial Rd, London E1 2NB, Hungerford Arms is the perfect spot for pool enthusiasts. Whether you're looking to enjoy a game of pool with friends or simply relax with a drink, this pub has got you covered. So why not visit Hungerford Arms for a fun and laid-back experience?",,,,,,,,Yes,,,,,https://www.pint-prices.com/pub/240%20Commercial%20Rd%2C%20London%20E1%202NB/Hungerford%20Arms,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Havering,Imperial,Imperial,"5 Leicester Street, WC2H 7BL",51.511,-0.131023,,,https://www.greeneking.co.uk/pubs/greater-london/imperial,,https://lh3.googleusercontent.com/p/AF1QipOifFb-30yt73FlJn30oIItUkQPsXfu9K35bSkf=s680-w680-h510,"Welcome to The Imperial Pub in Soho! This cosy traditional pub with a beer garden is the perfect spot to enjoy cask ales, classic British pub food, and a family-friendly environment. Located right next to Leicester Square, The Imperial offers top-notch amenities including a family-friendly atmosphere, beer garden, and WiFi. Join us for the Euros and watch the games with your mates in a fantastic pub setting. Don't forget to sign up for the mailing list to receive a free Peroni Nastro Azzurro. Whether you're looking to celebrate Father's Day, enjoy a bank holiday, or try out the new menu, The Imperial is the place to be. Book your table today and experience the charm of this Soho gem!",Yes,Yes,Yes,,,,,,,,,,https://www.pint-prices.com/pub/5%20Leicester%20Street%2C%20WC2H%207BL/Imperial,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Havering,J.J. Moon's - JD Wetherspoon,J.J. Moon's - JD Wetherspoon,"12 Victoria Road, Ruislip Manor, HA4 0AA",51.5733,-0.413426,,,,,https://images.app.goo.gl/BJMxBqAMQma8pF2e7,"Welcome to J.J. Moon's - JD Wetherspoon in Ruislip Manor! This pub, known affectionately as ""Spoons,"" offers a great selection of food and cocktails. With a beer garden, live sports, and a welcoming atmosphere, it's the perfect spot to relax and unwind. Whether you're looking to enjoy a meal, watch the game, or sip on a refreshing cocktail, J.J. Moon's has something for everyone.",Yes,Yes,Yes,Yes,,,,,,,,,https://www.pint-prices.com/pub/12%20Victoria%20Road%2C%20Ruislip%20Manor%2C%20HA4%200AA/J.J.%20Moon%27s%20-%20JD%20Wetherspoon,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Brent,J.J. Moon's - JD Wetherspoon,J.J. Moon's - JD Wetherspoon,"397 High Rd, Wembley HA9 7DS, UK",51.5535,-0.292793,020 8903 4923,,http://www.jdwetherspoon.co.uk/home/pubs/j.j.-moons-wembley,,https://www.jdwetherspoon.com/~/media/images/pubs/0005/images-uploaded-050517/jj-moon-wembley137.jpg?w=855&crop=1&cropx=50&cropy=50&hash=FC8FDD3B22E2CCBA06B51CD434C1D45282F9015B,"Welcome to J.J. Moon's - JD Wetherspoon located at 397 High Rd, Wembley. This popular pub offers a wide selection of food and drinks in a vibrant atmosphere. With a history dating back to 1973, J.J. Moon's is a must-visit spot for those looking to enjoy a great meal or a relaxing drink. Don't miss out on their delicious menu and excellent facilities, including live news broadcasts, TV screens, and a licensed outdoor area. Visit J.J. Moon's for a memorable pub experience in Wembley!",Yes,,,,,,,,,,,,https://www.pint-prices.com/pub/397%20High%20Rd%2C%20Wembley%20HA9%207DS%2C%20UK/J.J.%20Moon%27s%20-%20JD%20Wetherspoon,,https://www.pint-prices.com/borough-results/Brent
borough_embedded_map_data_raw,Havering,J.J. Moon's - JD Wetherspoon,J.J. Moon's - JD Wetherspoon,"553 Kingsbury Road, Kingsbury, NW9 9EL",51.5846,-0.279991,,,,,https://lh3.googleusercontent.com/p/AF1QipMWX0pMbepKInOKtQKfAkwEj4wAL5fM6Nvn5auy=s680-w680-h510,"Welcome to J.J. Moon's - JD Wetherspoon! Located at 553 Kingsbury Road, Kingsbury, NW9 9EL, this pub is known for its great food and welcoming atmosphere. Whether you're looking for a delicious meal or just a casual drink, J.J. Moon's has got you covered. So why not stop by and enjoy a fantastic dining experience at this popular spot known affectionately as ""Spoons""?",Yes,,,,,,,,,,,,https://www.pint-prices.com/pub/553%20Kingsbury%20Road%2C%20Kingsbury%2C%20NW9%209EL/J.J.%20Moon%27s%20-%20JD%20Wetherspoon,,https://www.pint-prices.com/borough-results/Havering
